tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
UEFA Euro Qualifiers,1571078700,Oct 14 2019 - 6:45pm,complete,Vilniaus LFF stadionas (Vilnius),,Lithuania,Serbia,PaweÅ‚ Raczkowski,8,0.17,1.4,0.13,1.8,1,2,3,0,0,0,79,48;53,2,9,2,0,1,0,0,2,0,1,11,18,4,9,7,9,15,20,44,56,1.23,2.17
UEFA Euro Qualifiers,1571078700,Oct 14 2019 - 6:45pm,complete,Stadionul Zimbru (ChiÅŸinÄƒu),,Moldova,Albania,Chris Kavanagh,8,0.43,1.29,0.3,1.3,0,4,4,3,0,3,,22;34;40;90,0,4,5,0,3,0,2,3,0,3,7,16,2,8,5,8,16,12,33,67,0.79,1.96
UEFA Euro Qualifiers,1571078700,Oct 14 2019 - 6:45pm,complete,LaugardalsvÃ¶llur (ReykjavÃ­k),,Iceland,Andorra,TamÃ¡s BognÃ¡r,8,1.71,0.43,1.83,0.4,2,0,2,1,1,0,38;65,,8,1,1,0,2,0,0,1,0,2,17,7,7,3,10,4,14,17,66,34,2.08,0.75
UEFA Euro Qualifiers,1571078700,Oct 14 2019 - 6:45pm,complete,Stade de France (Paris),,France,Turkey,Felix Brych,8,2.57,2.57,2.5,2.3,1,1,2,0,0,0,76,81,10,0,2,0,3,0,0,2,0,3,24,6,10,2,14,4,10,9,65,35,2.9,0.64
Friendly,1571090400,Oct 14 2019 - 10:00pm,complete,Estadio OlÃ­mpico de la UCV (Caracas),12625,Venezuela,Trinidad and Tobago,Gustavo Adolfo Murillo Rivas,,1.83,0.25,2.13,0.57,2,0,2,2,2,0,11;14,,6,3,0,0,1,0,0,0,0,1,11,4,7,0,4,4,19,6,64,36,1.7,0.54
FIFA World Cup Qualifiers,1571126400,Oct 15 2019 - 8:00am,complete,,2182,Mongolia,Kyrgyzstan,,4,1.2,1.5,0.67,1.4,1,2,3,2,0,2,57,14;42,3,7,1,0,1,0,1,0,0,1,2,5,2,4,0,1,,,37,63,0.3,0.71
FIFA World Cup Qualifiers,1571128200,Oct 15 2019 - 8:30am,complete,,100,North Korea,South Korea,Abdulrahman Ibrahim Al Jassim,4,3,3,1.6,2,0,0,0,0,0,0,,,,,1,0,1,0,0,1,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1571139000,Oct 15 2019 - 11:30am,complete,,48258,Cambodia,Iraq,,4,1.4,2,1,2.2,0,4,4,2,0,2,,22;41;57;62,1,6,1,0,0,0,0,1,0,0,6,30,4,17,2,13,6,11,43,57,0.9,3.74
FIFA World Cup Qualifiers,1571139000,Oct 15 2019 - 11:30am,complete,Patriot Chandrabhaga Stadium,8237,Indonesia,Vietnam,Turki Al Khudair,4,0,2,0,2.2,1,3,4,1,0,1,84,26;54;61,5,6,3,0,0,0,2,1,0,0,8,16,3,7,5,9,20,7,50,50,1.18,2.02
FIFA World Cup Qualifiers,1571139600,Oct 15 2019 - 11:40am,complete,Kaohsiung National Stadium,3251,Taiwan,Australia,Mongkolchai Pechsri,4,0,3,0,3,1,7,8,5,1,4,21,12;19;34;37;73;84;89,2,9,0,0,1,0,0,0,1,0,7,16,2,10,5,6,7,10,27,73,0.81,2.46
FIFA World Cup Qualifiers,1571139900,Oct 15 2019 - 11:45am,complete,The National Stadium,12547,Singapore,Uzbekistan,Yinhao Shen,4,1.33,1.5,1.4,1.8,1,3,4,2,1,1,45+1,15;51;90+2,2,2,1,0,1,0,1,0,0,1,5,15,4,8,1,7,,,46,54,1.09,2
Friendly,1571140800,Oct 15 2019 - 12:00pm,complete,Al Kuwait Sports Club Stadium (MadÄ«nat al-Kuwayt (Kuwait City)),,Kuwait,Turkmenistan,,,1,0,1,1,1,1,2,0,0,0,82,71,7,5,0,0,4,0,0,0,1,3,8,10,6,7,2,3,11,21,51,49,1.29,1.6
FIFA World Cup Qualifiers,1571140800,Oct 15 2019 - 12:00pm,complete,,2982,Philippines,China,Aziz Asymov,4,1.5,3,1.4,1.75,0,0,0,0,0,0,,,1,7,4,0,1,0,1,3,1,0,9,36,5,15,4,21,,,50,50,1.29,3.99
FIFA World Cup Qualifiers,1571140800,Oct 15 2019 - 12:00pm,complete,,16057,Thailand,UAE,Hettikankanamge Chrishantha Dilan Perera,4,2,3,1.6,1.5,2,1,3,2,1,1,26;51,45+2,5,2,1,0,2,0,0,1,1,1,18,7,6,3,12,4,16,11,58,42,2.17,0.95
FIFA World Cup Qualifiers,1571141700,Oct 15 2019 - 12:15pm,complete,Respublikanskiy Stadion im. M.V. Frunze,19100,Tajikistan,Japan,,4,3,3,1.67,3,0,3,3,0,0,0,,53;55;82,3,5,1,0,0,0,1,0,0,0,9,22,6,14,3,8,,,42,58,1.17,2.76
FIFA World Cup Qualifiers,1571144400,Oct 15 2019 - 1:00pm,complete,Faisal Al-Husseini International Stadium,12000,Palestine,Saudi Arabia,Ahmed Abu Bakar Said Al Kaf,4,1.5,2,0.67,2.2,0,0,0,0,0,0,,,9,7,1,0,0,0,1,0,0,0,16,12,6,2,10,10,13,8,40,60,1.92,1.54
FIFA World Cup Qualifiers,1571148000,Oct 15 2019 - 2:00pm,complete,,,Syria,Guam,,9,3,0.6,3,0.43,4,0,4,2,2,0,3;44;83;90+3,,5,1,1,0,1,0,0,1,0,1,17,11,6,3,11,8,15,6,56,44,2.15,1.29
FIFA World Cup Qualifiers,1571148000,Oct 15 2019 - 2:00pm,complete,,,India,Bangladesh,,4,0.5,1,0.6,0.71,1,1,2,1,0,1,88,42,13,6,1,0,1,0,1,0,0,1,17,11,7,3,10,8,6,15,71,29,2.29,1.17
FIFA World Cup Qualifiers,1571148000,Oct 15 2019 - 2:00pm,complete,,,Sri Lanka,Lebanon,,4,0.6,1.5,0.43,1.6,0,3,3,2,0,2,,15;38;81,4,9,0,0,0,0,0,0,0,0,7,26,2,10,5,16,6,7,34,66,0.84,3.06
Friendly,1571155200,Oct 15 2019 - 4:00pm,complete,Estadio JosÃ© Rico PÃ©rez (Alicante),200,Chile,Guinea,Fyodor Zammit,,1,0,1.29,0,3,2,5,1,0,1,64;71;74,38;80,6,3,0,0,1,0,0,0,0,1,16,5,7,4,9,1,9,14,65,35,2.03,0.89
UEFA Euro Qualifiers,1571155200,Oct 15 2019 - 4:00pm,complete,Veritas Stadion (Turku (Ã…bo)),,Finland,Armenia,JesÃºs Gil Manzano,8,1.71,1.43,1.8,1,3,0,3,1,1,0,31;61;88,,9,0,0,0,3,0,0,0,1,2,20,12,9,3,11,9,13,17,59,41,2.23,1.22
FIFA World Cup Qualifiers,1571155200,Oct 15 2019 - 4:00pm,complete,Amman International Stadium,4863,Jordan,Nepal,,4,2,1,2,0.6,3,0,3,0,0,0,56;78;88,,5,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,
FIFA World Cup Qualifiers,1571157000,Oct 15 2019 - 4:30pm,complete,StÄd al-Bahrayn al-WatanÄ« (Bahrain National Stadium),14810,Bahrain,Iran,Valentin Kovalenko,4,2,3,1.8,1.5,1,0,1,0,0,0,65,,2,6,1,0,2,0,0,1,0,2,8,11,3,4,5,7,9,10,43,57,1.04,1.49
FIFA World Cup Qualifiers,1571157000,Oct 15 2019 - 4:30pm,complete,,26731,Qatar,Oman,Ming Fu,4,2.33,3,2.67,2.4,2,1,3,1,1,0,2;72,63,6,4,1,0,0,0,1,0,0,0,17,9,5,2,12,7,12,12,58,42,1.94,1.2
Friendly,1571158800,Oct 15 2019 - 5:00pm,complete,Aalborg Portland Park (Aalborg),,Denmark,Luxembourg,Bojan Pandzic,,1,0.5,2,0.33,4,0,4,2,2,0,13;21;59;67,,6,1,1,0,3,0,0,1,0,3,22,8,10,3,12,5,10,13,67,33,2.72,0.98
Friendly,1571158800,Oct 15 2019 - 5:00pm,complete,Stade Cheikha Ould BoÃ¯diya (Nouakchott),,Mauritania,Libya,,,1,2,1,1.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Stade de GenÃ¨ve (Carouge),,Switzerland,Republic of Ireland,Szymon Marciniak,8,1.6,2,2.13,1.56,2,0,2,1,1,0,16;90+3,,8,5,2,0,4,1,1,1,2,3,22,11,5,3,17,8,10,18,61,39,2.13,1.13
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Victoria Stadium (Gibraltar),,Gibraltar,Georgia,Paolo Valeri,8,0,0.83,0,1.1,2,3,5,2,0,2,66;74,10;21;84,5,1,2,0,1,0,1,1,0,1,11,20,6,7,5,13,11,10,37,63,1.28,2.16
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Friends Arena (Solna),49712,Sweden,Spain,ClÃ©ment Turpin,8,2,2.71,2.1,2.6,1,1,2,0,0,0,50,90+2,5,11,3,0,3,0,0,3,0,3,10,13,5,6,5,7,17,10,32,68,1.12,1.9
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Arena NaÅ£ionalÄƒ (BucureÅŸti),,Romania,Norway,Bobby Madden,8,1.86,1.43,1.27,1.55,1,1,2,0,0,0,62,90+2,5,8,2,0,0,0,1,1,0,0,15,15,7,5,8,10,12,9,40,60,1.64,1.65
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,TÃ³rsvÃ¸llur (TÃ³rshavn- Streymoy),,Faroe Islands,Malta,JosÃ© MarÃ­a SÃ¡nchez MartÃ­nez,8,0,0.43,0.3,0.3,1,0,1,0,0,0,71,,3,1,0,0,2,0,0,0,1,1,11,15,4,3,7,12,12,11,59,41,1.28,1.36
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Yaakov Turner Toto Stadium (Beâ€™Ã©r ShÃ©va (Beer Sheva) ),,Israel,Latvia,Arnold Hunter,8,1.14,0,1.09,0.3,3,1,4,4,3,1,16;26;42,40,10,1,1,0,3,0,0,1,1,2,29,7,14,3,15,4,12,17,66,34,3.28,0.81
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Rheinpark Stadion (Vaduz),,Liechtenstein,Italy,Andris Treimanis,8,0.29,3,0.2,3,0,5,5,1,0,1,,2;70;77;82;90+2,5,13,1,0,1,0,1,0,0,1,9,27,5,13,4,14,6,11,23,77,0.99,3.55
UEFA Euro Qualifiers,1571165100,Oct 15 2019 - 6:45pm,complete,Olympiako Stadio Spyros Louis (AthÃ­na (Athens)),,Greece,Bosnia-Herzegovina,Felix Zwayer,8,0.71,1.43,1.4,1.27,2,1,3,2,1,1,30;88,35,6,5,3,0,2,0,0,3,1,1,30,5,10,3,20,2,16,15,53,47,3.17,0.7
Friendly,1571166000,Oct 15 2019 - 7:00pm,complete,Grand Stade de Tanger (Tanger),28000,Morocco,Gabon,Issa Sy,,0.83,3,0.71,3,2,3,5,2,1,1,32;69,22;48;80,7,5,0,0,2,0,0,0,1,1,20,17,10,9,10,8,14,22,50,50,2.58,2.06
Friendly,1571166000,Oct 15 2019 - 7:00pm,complete,Stade Pierre-Mauroy (Villeneuve d'Ascq),,Algeria,Colombia,Ruddy Buquet,,2,1.71,2.2,1.8,3,0,3,2,2,0,15;20;65,,1,7,1,0,2,0,1,0,1,1,9,9,5,4,4,5,13,17,44,56,1.15,1.28
Friendly,1571178600,Oct 15 2019 - 10:30pm,complete,Bermuda National Stadium (Hamilton- Devonshire Parish),,Bermuda,Guatemala,Ted Unkel,,1.5,1,1.33,1.4,0,0,0,0,0,0,,,,,5,0,1,0,3,2,0,1,,,,,,,,,,,,
Friendly,1571184000,Oct 16 2019 - 12:00am,complete,Estadio RamÃ³n Aguilera Costas (Santa Cruz de la Sierra),30000,Bolivia,Haiti,Ivo MÃ©ndez,,0.17,1,0.57,0.75,3,1,4,3,2,1,27;37;56,22,4,9,1,0,2,0,0,1,0,2,13,20,10,15,3,5,14,11,47,53,2.15,3.07
Friendly,1571189400,Oct 16 2019 - 1:30am,complete,Estadio Nacional de Lima (Lima),,Peru,Uruguay,Carlos Mario Herrera Bernal,,1.29,2.5,1.11,2.14,1,1,2,1,1,0,34,80,3,2,3,0,1,1,2,1,2,0,10,11,6,5,4,6,25,18,53,47,1.67,1.53
African Nations Championship,1571418000,Oct 18 2019 - 5:00pm,complete,,,Sudan,Tanzania,,,3,0.67,1.5,1.29,1,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571490000,Oct 19 2019 - 1:00pm,complete,,,Zambia,Swaziland,,,2.33,0.8,1.63,0.83,2,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571490000,Oct 19 2019 - 1:00pm,complete,,,Uganda,Burundi,,,3,2,1.86,1.5,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571490000,Oct 19 2019 - 1:00pm,complete,,,Namibia,Madagascar,,,1.33,2,1.14,1.5,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571491800,Oct 19 2019 - 1:30pm,complete,,,Rwanda,Ethiopia,,,3,2,1.5,1.75,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571497200,Oct 19 2019 - 3:00pm,complete,,,Nigeria,Togo,,,0,2.33,1.5,1.43,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571511600,Oct 19 2019 - 7:00pm,complete,,,Morocco,Algeria,,,1,1,2.5,0.5,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571576400,Oct 20 2019 - 1:00pm,complete,,,Lesotho,Zimbabwe,,,2,3,1.75,1.43,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571581800,Oct 20 2019 - 2:30pm,complete,,,Congo DR,Central African Republic,,,3,0,2.17,0,4,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571583600,Oct 20 2019 - 3:00pm,complete,,,Ivory Coast,Niger,,,0,3,1.5,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571583600,Oct 20 2019 - 3:00pm,complete,,,Etoile du Congo,Equatorial Guinea,,,1,1.67,1.5,1.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571587200,Oct 20 2019 - 4:00pm,complete,,,Mali,Mauritania,,,2.33,1.67,1.9,1.25,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571587200,Oct 20 2019 - 4:00pm,complete,,,Guinea,Senegal,,,0,2,1.88,1.5,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571587200,Oct 20 2019 - 4:00pm,complete,,,Libya,Tunisia,,,0,3,0.4,3,1,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1571587200,Oct 20 2019 - 4:00pm,complete,,,Burkina,Ghana,,,3,0,1.6,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1573122600,Nov 07 2019 - 10:30am,complete,Mandalar Thiri Stadium (Mandalay),,Myanmar,Nepal,,,1.33,0.67,1.75,0.5,3,0,3,2,2,0,3;4501;70,,4,5,0,0,1,0,0,0,0,1,17,5,4,0,13,5,,,50,50,1.82,0.67
Friendly,1573142400,Nov 07 2019 - 4:00pm,complete,Borg El Arab Stadium (Borg El Arab),1000,Egypt,Liberia,Ahmed Ghandour,,2.25,0.67,2.4,0.5,1,0,1,0,0,0,84,,4,2,1,0,4,1,0,1,2,3,14,4,7,2,7,2,15,23,66,34,1.94,0.75
Friendly,1573174800,Nov 08 2019 - 1:00am,complete,Estadio Nacional de FÃºtbol (UNAN) (Managua),,Nicaragua,Cuba,,,0.5,3,0.5,2.33,0,0,0,0,0,0,,,6,5,,,,,,,,,8,9,4,0,4,9,,,50,50,1.24,1.13
Friendly,1573300800,Nov 09 2019 - 12:00pm,complete,Paxtakor Markaziy Stadion (Toshkent (Tashkent)),,Uzbekistan,Kyrgyzstan,,,1.75,1,2,0.5,3,1,4,2,1,1,11;53;80,30,3,3,0,0,1,0,0,0,1,0,17,9,10,7,7,2,12,16,71,29,2.32,1.28
Friendly,1573303500,Nov 09 2019 - 12:45pm,complete,Stadium Nasional Bukit Jalil (Kuala Lumpur),,Malaysia,Tajikistan,,,2,0,2.25,0,1,0,1,0,0,0,73,,2,2,3,0,5,2,2,1,1,6,3,5,3,3,0,2,,,59,41,0.74,0.85
Friendly,1573304400,Nov 09 2019 - 1:00pm,complete,Sam Nujoma Stadium (Windhoek),,Namibia,Zambia,,,0,1,0,1.4,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1573423200,Nov 10 2019 - 10:00pm,complete,Ato Boldon Stadium (Couva- San Fernando),,Trinidad and Tobago,Anguilla,Rodphin Harris,,0.2,0,0.57,0,15,0,15,10,10,0,10;14;16;20;21;27;32;33;40;42;47;61;75;78;89,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1573430400,Nov 11 2019 - 12:00am,complete,Estadio Nacional de FÃºtbol (UNAN) (Managua),,Nicaragua,Cuba,,,0.67,2,0.5,2.33,0,1,1,1,0,1,,19,5,9,2,0,1,0,0,2,1,0,0,2,0,2,0,0,,,50,50,0.77,0.85
African Cup of Nations Qualifiers,1573650000,Nov 13 2019 - 1:00pm,complete,Stade BarthÃ©lemy Boganda,,Central African Republic,Burundi,,1,0,0,0.67,0.83,2,0,2,1,1,0,5;90+2,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1573650000,Nov 13 2019 - 1:00pm,complete,Kamuzu Stadium,,Malawi,South Sudan,,1,0,3,1.67,1.13,1,0,1,0,0,0,68,,6,4,,,,,,,,,11,11,2,3,9,8,,,50,50,1.39,1.41
African Cup of Nations Qualifiers,1573660800,Nov 13 2019 - 4:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Cameroon,Cape Verde Islands,,1,0,0,1.83,1.67,0,0,0,0,0,0,,,7,4,,,,,,,,,16,6,7,2,9,4,,,66,34,2.24,0.83
African Cup of Nations Qualifiers,1573660800,Nov 13 2019 - 4:00pm,complete,EstÃ¡dio Nacional 24 de Setembro,,Guinea-Bissau,Swaziland,,1,0,0,1.5,0.33,3,0,3,2,2,0,40;45;73,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1573660800,Nov 13 2019 - 4:00pm,complete,Akwa Ibom Stadium,,Nigeria,Benin,,1,0,0,2.33,1.4,2,1,3,2,1,1,45+1;63,3,8,2,,,,,,,,,13,7,9,4,4,3,,,50,50,1.92,1.01
African Cup of Nations Qualifiers,1573660800,Nov 13 2019 - 4:00pm,complete,National Stadium,,Sierra Leone,Lesotho,,1,0,0,0.8,0.5,1,1,2,0,0,0,72,90+2,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1573660800,Nov 13 2019 - 4:00pm,complete,Sam Nujoma Stadium,,Namibia,Chad,,1,0,1.5,1.5,0.5,2,1,3,0,0,0,65;76,68,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1573671600,Nov 13 2019 - 7:00pm,complete,Stade du 4 AoÃ»t,,Burkina,Uganda,,1,0,0,2,1.33,0,0,0,0,0,0,,,6,3,,,,,,,,,10,5,5,0,5,5,,,50,50,1.58,0.67
African Cup of Nations Qualifiers,1573671600,Nov 13 2019 - 7:00pm,complete,,,Senegal,Etoile du Congo,,1,0,0,2.33,1.33,2,0,2,2,2,0,26;28,,4,2,0,0,0,0,0,0,0,0,10,7,3,2,7,5,16,31,66,34,1.36,0.92
African Cup of Nations Qualifiers,1573671600,Nov 13 2019 - 7:00pm,complete,EstÃ¡dio 11 de Novembro,,Angola,Gambia,,1,0,1,0.67,1.5,1,3,4,3,1,2,3,17;18;89,12,3,0,0,0,0,0,0,0,0,20,9,6,5,14,4,16,12,65,35,2.29,1.26
African Cup of Nations Qualifiers,1573671600,Nov 13 2019 - 7:00pm,complete,,,Sudan,Sao Tome and Principe,,1,0,3,2,0.75,4,0,4,2,2,0,7;44;62;77,,6,0,0,0,0,0,0,0,0,0,28,3,14,3,14,0,12,12,72,28,3.37,0.61
FIFA World Cup Qualifiers,1573727400,Nov 14 2019 - 10:30am,complete,,7365,Myanmar,Tajikistan,,5,0,2,1.2,1.67,4,3,7,3,2,1,10;41;48;63,36;57;76,2,10,0,0,2,0,0,0,1,1,20,16,11,5,9,11,15,9,40,60,2.45,2.11
FIFA World Cup Qualifiers,1573729200,Nov 14 2019 - 11:00am,complete,Rasmee Dhandu Stadium,2700,Maldives,Philippines,,5,1,1.33,1.2,1.4,1,2,3,0,0,0,90+4,52;68,6,3,2,0,1,0,1,1,1,0,9,4,2,3,7,1,,,50,50,1.04,0.75
FIFA World Cup Qualifiers,1573729200,Nov 14 2019 - 11:00am,complete,,26500,Turkmenistan,North Korea,Sivakorn Pu-udom,5,1,2.33,1.8,1.6,3,1,4,1,1,0,23;73;88,90+3,,,2,0,0,0,1,1,0,0,,,,,,,,,,,,
FIFA World Cup Qualifiers,1573730280,Nov 14 2019 - 11:18am,complete,Stadion im. Dolena Omurzakova,17543,Kyrgyzstan,Japan,,5,2,3,1.4,3,0,2,2,1,0,1,,41;54,5,3,0,0,1,0,0,0,1,0,12,12,2,3,10,9,,,50,50,1.21,1.35
FIFA World Cup Qualifiers,1573732800,Nov 14 2019 - 12:00pm,complete,Mong Kok Stadium,4541,Hong Kong,Bahrain,Dong-Jin Kim,5,0.33,2.33,1,1.8,0,0,0,0,0,0,,,2,8,2,0,0,0,0,2,0,0,8,14,2,7,6,7,,,32,68,0.87,2.14
FIFA World Cup Qualifiers,1573732800,Nov 14 2019 - 12:00pm,complete,Paxtakor Markaziy Stadion,31524,Uzbekistan,Saudi Arabia,Ryuji Sato,5,2,1.67,1.8,2.2,2,3,5,2,1,1,16;56,23;86;90,7,5,0,0,2,0,0,0,0,2,12,8,6,7,6,1,16,17,52,48,1.74,1.35
Friendly,1573734600,Nov 14 2019 - 12:30pm,complete,Phnom Penh National Olympic Stadium (Phnom Penh),,Cambodia,Mongolia,,,0,0,0.5,1,1,1,2,2,1,1,35,21,2,5,1,0,1,0,0,1,1,0,12,10,3,4,9,6,,,50,50,1.43,1.18
FIFA World Cup Qualifiers,1573735500,Nov 14 2019 - 12:45pm,complete,Stadium Nasional Bukit Jalil,39363,Malaysia,Thailand,Ali Sabah Adday Al Qaysi,5,1.8,2.33,2.14,1.6,2,1,3,2,1,1,26;57,7,4,6,2,0,2,0,1,1,1,1,13,11,8,5,5,6,18,21,43,57,1.89,1.69
FIFA World Cup Qualifiers,1573736400,Nov 14 2019 - 1:00pm,complete,SÃ¢n váº­n Ä‘á»™ng quá»‘c gia Má»¹ ÄÃ¬nh (My Dinh National Stadium),37879,Vietnam,UAE,Jumpei Iida,5,2.33,2,2.2,1.5,1,0,1,1,1,0,44,,1,1,0,0,0,1,0,0,1,0,8,7,3,2,5,5,13,8,54,46,1.22,1.04
FIFA World Cup Qualifiers,1573736400,Nov 14 2019 - 1:00pm,complete,Camille Chamoun Sports City Stadium,,Lebanon,South Korea,,5,2,2.33,1.6,2,0,0,0,0,0,0,,,3,4,1,0,1,0,1,0,0,1,8,17,5,4,3,13,13,19,39,61,1.3,2.12
FIFA World Cup Qualifiers,1573740000,Nov 14 2019 - 2:00pm,complete,,6950,Syria,China,Dae-Yong Kim,5,3,2.33,3,1.75,2,1,3,2,1,1,19;76,30,0,9,2,0,1,0,0,2,0,1,14,9,8,3,6,6,5,8,44,56,1.85,1.47
FIFA World Cup Qualifiers,1573740000,Nov 14 2019 - 2:00pm,complete,,13752,Iraq,Iran,Hettikankanamge Chrishantha Dilan Perera,5,2.33,2,2.2,1.5,2,1,3,2,1,1,11;90+2,25,3,0,2,0,2,1,2,0,0,3,12,10,4,4,8,6,15,20,54,46,1.43,1.13
FIFA World Cup Qualifiers,1573740000,Nov 14 2019 - 2:00pm,complete,Respublikanskiy Stadion im. M.V. Frunze,,Afghanistan,India,,5,1,0.67,0.8,0.6,1,1,2,1,1,0,45+1,90+3,5,4,2,0,0,0,0,2,0,0,8,13,5,5,3,8,9,13,43,57,1.36,1.66
FIFA World Cup Qualifiers,1573743600,Nov 14 2019 - 3:00pm,complete,,530,Yemen,Palestine,Adham Mohammad Tumah Makhadmeh,5,0.67,1.33,1,0.67,1,0,1,0,0,0,54,,3,2,1,0,2,1,0,1,3,0,14,13,9,3,5,10,14,15,53,47,2.06,1.65
FIFA World Cup Qualifiers,1573743600,Nov 14 2019 - 3:00pm,complete,Al-Seeb Stadium,24000,Oman,Bangladesh,,5,2,1,2.4,0.71,4,1,5,0,0,0,48;68;78;90+1,81,9,4,0,0,0,0,0,0,0,0,20,5,11,4,9,1,7,7,68,32,2.82,0.89
African Cup of Nations Qualifiers,1573747200,Nov 14 2019 - 4:00pm,complete,EstÃ¡dio Nacional do Zimpeto,,Mozambique,Rwanda,,1,0,0,0.67,1,2,0,2,2,2,0,28;31,,15,6,0,0,0,0,0,0,0,0,14,7,6,3,8,4,12,12,52,48,1.91,1.18
African Cup of Nations Qualifiers,1573747200,Nov 14 2019 - 4:00pm,complete,,,Egypt,Kenya,,1,0,0,2,1.17,1,1,2,1,1,0,42,67,4,3,0,0,0,0,0,0,0,0,12,9,6,5,6,4,13,15,53,47,1.82,1.38
African Cup of Nations Qualifiers,1573747200,Nov 14 2019 - 4:00pm,complete,Stade de KÃ©guÃ©,,Togo,Comoros,,1,0,0,0.33,1.5,0,1,1,0,0,0,,51,9,1,,,,,,,,,9,6,2,3,7,3,,,56,44,1.52,1.04
FIFA World Cup Qualifiers,1573747200,Nov 14 2019 - 4:00pm,complete,King Abdullah International Stadium,,Jordan,Australia,Ming Fu,5,2.33,3,2,3,0,1,1,1,0,1,,13,5,5,0,0,1,0,0,0,1,0,12,9,6,2,6,7,8,16,43,57,1.6,1.17
FIFA World Cup Qualifiers,1573747200,Nov 14 2019 - 4:00pm,complete,,8400,Kuwait,Taiwan,Mohd Amirul Izwan bin Yaacob,5,1.33,0,2,0,9,0,9,2,2,0,22;42;49;55;59;62;73;77;81,,6,3,1,0,0,0,0,1,0,0,28,5,15,4,13,1,2,10,59,41,3.52,1
Friendly,1573749000,Nov 14 2019 - 4:30pm,complete,Abdullah bin Nasser bin Khalifa Stadium (ad-DÅha (Doha)),,Qatar,Singapore,Ammar Ashkanani,,0,1.33,1.5,1,2,0,2,2,2,0,32;43,,8,3,0,0,2,0,0,0,1,1,16,4,8,2,8,2,,,50,50,2.05,0.59
Friendly,1573750800,Nov 14 2019 - 5:00pm,complete,Slavutych-Arena (Zaporizhzhya (Zaporozh'ye)),11756,Ukraine,Estonia,Juan MartÃ­nez Munuera,,1,3,2,1.5,1,0,1,0,0,0,90+2,,9,1,1,0,3,0,0,1,0,3,15,4,6,0,9,4,,,72,28,2.02,0.49
